stimuli,emotion_stimuli,subject,emotion_subject
koyama_fea_fr_2_0,fea,NY,sur
iwagami_fea_au_mouth_1_0,fea,NY,dis
henmi_fea_au_mouth_2_0,fea,NY,fea
kikuguti_fea_au_mouth_1_0,fea,NY,fea
sirakura_fea_fr_2_0,fea,NY,sad
nakatakuma_fea_fr_1_0,fea,NY,sur
nishio_hap_au_du_1_0,hap,NY,hap
ota_hap_au_du_1_0,hap,NY,hap
koyama_hap_au_du_1_0,hap,NY,hap
iwagami_hap_au_du_2_0,hap,NY,hap
henmi_hap_au_du_1_0,hap,NY,hap
kikuguti_hap_au_du_4_0,hap,NY,hap
sirakura_hap_au_du_2_0,hap,NY,hap
nakatakuma_hap_au_du_1_0,hap,NY,hap
nishio_sad_au_1_0,sad,NY,sad
ota_sad_au_mouth_1_0,sad,NY,sad
koyama_sad_au_mouth_1_0,sad,NY,sad
iwagami_sad_au_mouth_3_0,sad,NY,sad
henmi_sad_au_mouth_3_0,sad,NY,sad
kikuguti_sad_au_1_0,sad,NY,sad
sirakura_sad_au_mouth_1_0_130,sad,NY,sad
nakatakuma_sad_au_2_0,sad,NY,sad
nishio_sur_au_mouth_2_0,sur,NY,hap
ota_sur_fr_1_0,sur,NY,hap
koyama_sur_fr_2_0,sur,NY,sur
iwagami_sur_au_mouth_2_0,sur,NY,fea
henmi_sur_au_mouth_2_0,sur,NY,sur
kikuguti_sur_fr_2_0,sur,NY,sur
sirakura_sur_fr_1_0,sur,NY,sur
nakatakuma_sur_au_mouth_2_0,sur,NY,sur
nishio_ang_au_cl_2_0,ang,WM,ang
ota_ang_au_cl_1_0,ang,WM,ang
koyama_ang_au_cl_2_0,ang,WM,ang
iwagami_ang_au_cl_1_0,ang,WM,sad
henmi_ang_au_cl_4_0,ang,WM,dis
kikuguti_ang_au_cl_1_0,ang,WM,sur
sirakura_ang_au_cl_3_0,ang,WM,ang
nakatakuma_ang_au_cl_2_0,ang,WM,ang
nishio_dis_au_cl_3_0,dis,WM,dis
ota_dis_au_cl_1_0,dis,WM,dis
koyama_dis_au_cl_2_0,dis,WM,dis
iwagami_dis_au_cl_1_0,dis,WM,ang
henmi_dis_au_cl_1_0,dis,WM,ang
kikuguti_dis_au_cl_4_0,dis,WM,dis
sirakura_dis_au_cl_1_0,dis,WM,dis
nakatakuma_dis_au_cl_1_0,dis,WM,dis
nishio_fea_au_mouth_2_0,fea,WM,sur
ota_fea_fr_2_0,fea,WM,fea
koyama_fea_fr_2_0,fea,WM,sur
iwagami_fea_au_mouth_1_0,fea,WM,sad
henmi_fea_au_mouth_2_0,fea,WM,fea
kikuguti_fea_au_mouth_1_0,fea,WM,fea
sirakura_fea_fr_2_0,fea,WM,sur
nakatakuma_fea_fr_1_0,fea,WM,fea
nishio_hap_au_du_1_0,hap,WM,hap
ota_hap_au_du_1_0,hap,WM,hap
koyama_hap_au_du_1_0,hap,WM,hap
iwagami_hap_au_du_2_0,hap,WM,hap
henmi_hap_au_du_1_0,hap,WM,hap
kikuguti_hap_au_du_4_0,hap,WM,hap
sirakura_hap_au_du_2_0,hap,WM,hap
nakatakuma_hap_au_du_1_0,hap,WM,hap
nishio_sad_au_1_0,sad,WM,sad
ota_sad_au_mouth_1_0,sad,WM,sad
koyama_sad_au_mouth_1_0,sad,WM,sad
iwagami_sad_au_mouth_3_0,sad,WM,sad
henmi_sad_au_mouth_3_0,sad,WM,sad
kikuguti_sad_au_1_0,sad,WM,sad
sirakura_sad_au_mouth_1_0_130,sad,WM,sad
nakatakuma_sad_au_2_0,sad,WM,sad
nishio_sur_au_mouth_2_0,sur,WM,sur
ota_sur_fr_1_0,sur,WM,sur
koyama_sur_fr_2_0,sur,WM,sur
iwagami_sur_au_mouth_2_0,sur,WM,sur
henmi_sur_au_mouth_2_0,sur,WM,sur
kikuguti_sur_fr_2_0,sur,WM,sur
sirakura_sur_fr_1_0,sur,WM,sur
nakatakuma_sur_au_mouth_2_0,sur,WM,sur
nishio_ang_au_cl_2_0,ang,SR,ang
ota_ang_au_cl_1_0,ang,SR,ang
koyama_ang_au_cl_2_0,ang,SR,ang
iwagami_ang_au_cl_1_0,ang,SR,ang
henmi_ang_au_cl_4_0,ang,SR,ang
kikuguti_ang_au_cl_1_0,ang,SR,ang
sirakura_ang_au_cl_3_0,ang,SR,ang
nakatakuma_ang_au_cl_2_0,ang,SR,ang
nishio_dis_au_cl_3_0,dis,SR,dis
ota_dis_au_cl_1_0,dis,SR,dis
koyama_dis_au_cl_2_0,dis,SR,dis
iwagami_dis_au_cl_1_0,dis,SR,dis
henmi_dis_au_cl_1_0,dis,SR,dis
kikuguti_dis_au_cl_4_0,dis,SR,dis
sirakura_dis_au_cl_1_0,dis,SR,dis
nakatakuma_dis_au_cl_1_0,dis,SR,dis
nishio_fea_au_mouth_2_0,fea,SR,fea
ota_fea_fr_2_0,fea,SR,fea
koyama_fea_fr_2_0,fea,SR,fea
iwagami_fea_au_mouth_1_0,fea,SR,fea
henmi_fea_au_mouth_2_0,fea,SR,fea
kikuguti_fea_au_mouth_1_0,fea,SR,sad
sirakura_fea_fr_2_0,fea,SR,fea
nakatakuma_fea_fr_1_0,fea,SR,fea
nishio_hap_au_du_1_0,hap,SR,hap
ota_hap_au_du_1_0,hap,SR,hap
koyama_hap_au_du_1_0,hap,SR,hap
iwagami_hap_au_du_2_0,hap,SR,hap
henmi_hap_au_du_1_0,hap,SR,hap
kikuguti_hap_au_du_4_0,hap,SR,hap
sirakura_hap_au_du_2_0,hap,SR,hap
nakatakuma_hap_au_du_1_0,hap,SR,hap
nishio_sad_au_1_0,sad,SR,sad
ota_sad_au_mouth_1_0,sad,SR,sad
koyama_sad_au_mouth_1_0,sad,SR,sad
iwagami_sad_au_mouth_3_0,sad,SR,sad
henmi_sad_au_mouth_3_0,sad,SR,sad
kikuguti_sad_au_1_0,sad,SR,sad
sirakura_sad_au_mouth_1_0_130,sad,SR,sad
nakatakuma_sad_au_2_0,sad,SR,sad
nishio_sur_au_mouth_2_0,sur,SR,fea
ota_sur_fr_1_0,sur,SR,sur
koyama_sur_fr_2_0,sur,SR,sur
iwagami_sur_au_mouth_2_0,sur,SR,sur
henmi_sur_au_mouth_2_0,sur,SR,sur
kikuguti_sur_fr_2_0,sur,SR,sur
sirakura_sur_fr_1_0,sur,SR,sur
nakatakuma_sur_au_mouth_2_0,sur,SR,sur
nishio_ang_au_cl_2_0,ang,MT,ang
ota_ang_au_cl_1_0,ang,MT,ang
koyama_ang_au_cl_2_0,ang,MT,ang
iwagami_ang_au_cl_1_0,ang,MT,sad
henmi_ang_au_cl_4_0,ang,MT,ang
kikuguti_ang_au_cl_1_0,ang,MT,ang
sirakura_ang_au_cl_3_0,ang,MT,ang
nakatakuma_ang_au_cl_2_0,ang,MT,ang
nishio_dis_au_cl_3_0,dis,MT,dis
ota_dis_au_cl_1_0,dis,MT,dis
koyama_dis_au_cl_2_0,dis,MT,dis
iwagami_dis_au_cl_1_0,dis,MT,dis
henmi_dis_au_cl_1_0,dis,MT,ang
kikuguti_dis_au_cl_4_0,dis,MT,dis
sirakura_dis_au_cl_1_0,dis,MT,sad
nakatakuma_dis_au_cl_1_0,dis,MT,dis
nishio_fea_au_mouth_2_0,fea,MT,sur
ota_fea_fr_2_0,fea,MT,sur
koyama_fea_fr_2_0,fea,MT,fea
iwagami_fea_au_mouth_1_0,fea,MT,fea
henmi_fea_au_mouth_2_0,fea,MT,fea
kikuguti_fea_au_mouth_1_0,fea,MT,sad
sirakura_fea_fr_2_0,fea,MT,sur
nakatakuma_fea_fr_1_0,fea,MT,fea
nishio_hap_au_du_1_0,hap,MT,hap
ota_hap_au_du_1_0,hap,MT,hap
koyama_hap_au_du_1_0,hap,MT,hap
iwagami_hap_au_du_2_0,hap,MT,hap
henmi_hap_au_du_1_0,hap,MT,hap
kikuguti_hap_au_du_4_0,hap,MT,hap
sirakura_hap_au_du_2_0,hap,MT,hap
nakatakuma_hap_au_du_1_0,hap,MT,hap
nishio_sad_au_1_0,sad,MT,sad
ota_sad_au_mouth_1_0,sad,MT,sad
koyama_sad_au_mouth_1_0,sad,MT,sad
iwagami_sad_au_mouth_3_0,sad,MT,sad
henmi_sad_au_mouth_3_0,sad,MT,sad
kikuguti_sad_au_1_0,sad,MT,sad
sirakura_sad_au_mouth_1_0_130,sad,MT,sad
nakatakuma_sad_au_2_0,sad,MT,ang
nishio_sur_au_mouth_2_0,sur,MT,sur
ota_sur_fr_1_0,sur,MT,sur
koyama_sur_fr_2_0,sur,MT,sur
iwagami_sur_au_mouth_2_0,sur,MT,sur
henmi_sur_au_mouth_2_0,sur,MT,sur
kikuguti_sur_fr_2_0,sur,MT,sur
sirakura_sur_fr_1_0,sur,MT,sur
nakatakuma_sur_au_mouth_2_0,sur,MT,sur
nishio_ang_au_cl_2_0,ang,NH,ang
ota_ang_au_cl_1_0,ang,NH,ang
koyama_ang_au_cl_2_0,ang,NH,ang
iwagami_ang_au_cl_1_0,ang,NH,ang
henmi_ang_au_cl_4_0,ang,NH,ang
kikuguti_ang_au_cl_1_0,ang,NH,ang
sirakura_ang_au_cl_3_0,ang,NH,ang
nakatakuma_ang_au_cl_2_0,ang,NH,ang
nishio_dis_au_cl_3_0,dis,NH,ang
ota_dis_au_cl_1_0,dis,NH,dis
koyama_dis_au_cl_2_0,dis,NH,dis
iwagami_dis_au_cl_1_0,dis,NH,dis
henmi_dis_au_cl_1_0,dis,NH,dis
kikuguti_dis_au_cl_4_0,dis,NH,dis
sirakura_dis_au_cl_1_0,dis,NH,dis
nakatakuma_dis_au_cl_1_0,dis,NH,dis
nishio_fea_au_mouth_2_0,fea,NH,fea
ota_fea_fr_2_0,fea,NH,fea
koyama_fea_fr_2_0,fea,NH,sur
iwagami_fea_au_mouth_1_0,fea,NH,fea
henmi_fea_au_mouth_2_0,fea,NH,fea
kikuguti_fea_au_mouth_1_0,fea,NH,sad
sirakura_fea_fr_2_0,fea,NH,fea
nakatakuma_fea_fr_1_0,fea,NH,sur
nishio_hap_au_du_1_0,hap,NH,hap
ota_hap_au_du_1_0,hap,NH,hap
koyama_hap_au_du_1_0,hap,NH,hap
iwagami_hap_au_du_2_0,hap,NH,hap
henmi_hap_au_du_1_0,hap,NH,hap
kikuguti_hap_au_du_4_0,hap,NH,hap
sirakura_hap_au_du_2_0,hap,NH,hap
nakatakuma_hap_au_du_1_0,hap,NH,hap
nishio_sad_au_1_0,sad,NH,sad
ota_sad_au_mouth_1_0,sad,NH,sad
koyama_sad_au_mouth_1_0,sad,NH,sad
iwagami_sad_au_mouth_3_0,sad,NH,sad
henmi_sad_au_mouth_3_0,sad,NH,sad
kikuguti_sad_au_1_0,sad,NH,sad
sirakura_sad_au_mouth_1_0_130,sad,NH,sad
nakatakuma_sad_au_2_0,sad,NH,sad
nishio_sur_au_mouth_2_0,sur,NH,sur
ota_sur_fr_1_0,sur,NH,sur
koyama_sur_fr_2_0,sur,NH,sur
iwagami_sur_au_mouth_2_0,sur,NH,sur
henmi_sur_au_mouth_2_0,sur,NH,sur
kikuguti_sur_fr_2_0,sur,NH,sur
sirakura_sur_fr_1_0,sur,NH,sur
nakatakuma_sur_au_mouth_2_0,sur,NH,sur
nishio_ang_au_cl_2_0,ang,FN,ang
ota_ang_au_cl_1_0,ang,FN,ang
koyama_ang_au_cl_2_0,ang,FN,ang
iwagami_ang_au_cl_1_0,ang,FN,dis
henmi_ang_au_cl_4_0,ang,FN,dis
kikuguti_ang_au_cl_1_0,ang,FN,ang
sirakura_ang_au_cl_3_0,ang,FN,ang
nakatakuma_ang_au_cl_2_0,ang,FN,ang
nishio_dis_au_cl_3_0,dis,FN,ang
ota_dis_au_cl_1_0,dis,FN,dis
koyama_dis_au_cl_2_0,dis,FN,dis
iwagami_dis_au_cl_1_0,dis,FN,dis
henmi_dis_au_cl_1_0,dis,FN,dis
kikuguti_dis_au_cl_4_0,dis,FN,dis
sirakura_dis_au_cl_1_0,dis,FN,sad
nakatakuma_dis_au_cl_1_0,dis,FN,dis
nishio_fea_au_mouth_2_0,fea,FN,dis
ota_fea_fr_2_0,fea,FN,dis
koyama_fea_fr_2_0,fea,FN,sur
iwagami_fea_au_mouth_1_0,fea,FN,dis
henmi_fea_au_mouth_2_0,fea,FN,dis
kikuguti_fea_au_mouth_1_0,fea,FN,fea
sirakura_fea_fr_2_0,fea,FN,fea
nakatakuma_fea_fr_1_0,fea,FN,fea
nishio_hap_au_du_1_0,hap,FN,hap
ota_hap_au_du_1_0,hap,FN,hap
koyama_hap_au_du_1_0,hap,FN,hap
iwagami_hap_au_du_2_0,hap,FN,hap
henmi_hap_au_du_1_0,hap,FN,hap
kikuguti_hap_au_du_4_0,hap,FN,hap
sirakura_hap_au_du_2_0,hap,FN,hap
nakatakuma_hap_au_du_1_0,hap,FN,hap
nishio_sad_au_1_0,sad,FN,sad
ota_sad_au_mouth_1_0,sad,FN,sad
koyama_sad_au_mouth_1_0,sad,FN,sad
iwagami_sad_au_mouth_3_0,sad,FN,sad
henmi_sad_au_mouth_3_0,sad,FN,sad
kikuguti_sad_au_1_0,sad,FN,sad
sirakura_sad_au_mouth_1_0_130,sad,FN,sad
nakatakuma_sad_au_2_0,sad,FN,ang
nishio_sur_au_mouth_2_0,sur,FN,sur
ota_sur_fr_1_0,sur,FN,sur
koyama_sur_fr_2_0,sur,FN,sur
iwagami_sur_au_mouth_2_0,sur,FN,sur
henmi_sur_au_mouth_2_0,sur,FN,sur
kikuguti_sur_fr_2_0,sur,FN,sur
sirakura_sur_fr_1_0,sur,FN,sur
nakatakuma_sur_au_mouth_2_0,sur,FN,sur
nishio_ang_au_cl_2_0,ang,SK,ang
ota_ang_au_cl_1_0,ang,SK,dis
koyama_ang_au_cl_2_0,ang,SK,ang
iwagami_ang_au_cl_1_0,ang,SK,ang
henmi_ang_au_cl_4_0,ang,SK,ang
kikuguti_ang_au_cl_1_0,ang,SK,ang
sirakura_ang_au_cl_3_0,ang,SK,ang
nakatakuma_ang_au_cl_2_0,ang,SK,ang
nishio_dis_au_cl_3_0,dis,SK,dis
ota_dis_au_cl_1_0,dis,SK,dis
koyama_dis_au_cl_2_0,dis,SK,dis
iwagami_dis_au_cl_1_0,dis,SK,dis
henmi_dis_au_cl_1_0,dis,SK,dis
kikuguti_dis_au_cl_4_0,dis,SK,dis
sirakura_dis_au_cl_1_0,dis,SK,sad
nakatakuma_dis_au_cl_1_0,dis,SK,neu
nishio_fea_au_mouth_2_0,fea,SK,fea
ota_fea_fr_2_0,fea,SK,fea
koyama_fea_fr_2_0,fea,SK,sur
iwagami_fea_au_mouth_1_0,fea,SK,fea
henmi_fea_au_mouth_2_0,fea,SK,fea
kikuguti_fea_au_mouth_1_0,fea,SK,sad
sirakura_fea_fr_2_0,fea,SK,sur
nakatakuma_fea_fr_1_0,fea,SK,sur
nishio_hap_au_du_1_0,hap,SK,hap
ota_hap_au_du_1_0,hap,SK,neu
koyama_hap_au_du_1_0,hap,SK,hap
iwagami_hap_au_du_2_0,hap,SK,hap
henmi_hap_au_du_1_0,hap,SK,hap
kikuguti_hap_au_du_4_0,hap,SK,hap
sirakura_hap_au_du_2_0,hap,SK,ang
nakatakuma_hap_au_du_1_0,hap,SK,hap
nishio_sad_au_1_0,sad,SK,sad
ota_sad_au_mouth_1_0,sad,SK,sad
koyama_sad_au_mouth_1_0,sad,SK,sad
iwagami_sad_au_mouth_3_0,sad,SK,sad
henmi_sad_au_mouth_3_0,sad,SK,sad
kikuguti_sad_au_1_0,sad,SK,sad
sirakura_sad_au_mouth_1_0_130,sad,SK,sad
nakatakuma_sad_au_2_0,sad,SK,sad
nishio_sur_au_mouth_2_0,sur,SK,sur
ota_sur_fr_1_0,sur,SK,sur
koyama_sur_fr_2_0,sur,SK,sur
iwagami_sur_au_mouth_2_0,sur,SK,sur
henmi_sur_au_mouth_2_0,sur,SK,sur
kikuguti_sur_fr_2_0,sur,SK,sur
sirakura_sur_fr_1_0,sur,SK,sur
nakatakuma_sur_au_mouth_2_0,sur,SK,sur
nishio_ang_au_cl_2_0,ang,FT,ang
ota_ang_au_cl_1_0,ang,FT,ang
koyama_ang_au_cl_2_0,ang,FT,ang
iwagami_ang_au_cl_1_0,ang,FT,sad
henmi_ang_au_cl_4_0,ang,FT,ang
kikuguti_ang_au_cl_1_0,ang,FT,ang
sirakura_ang_au_cl_3_0,ang,FT,ang
nakatakuma_ang_au_cl_2_0,ang,FT,ang
nishio_dis_au_cl_3_0,dis,FT,ang
ota_dis_au_cl_1_0,dis,FT,ang
koyama_dis_au_cl_2_0,dis,FT,sad
iwagami_dis_au_cl_1_0,dis,FT,dis
henmi_dis_au_cl_1_0,dis,FT,sad
kikuguti_dis_au_cl_4_0,dis,FT,sad
sirakura_dis_au_cl_1_0,dis,FT,sad
nakatakuma_dis_au_cl_1_0,dis,FT,dis
nishio_fea_au_mouth_2_0,fea,FT,sur
ota_fea_fr_2_0,fea,FT,sur
koyama_fea_fr_2_0,fea,FT,sur
iwagami_fea_au_mouth_1_0,fea,FT,sur
henmi_fea_au_mouth_2_0,fea,FT,ang
kikuguti_fea_au_mouth_1_0,fea,FT,sad
sirakura_fea_fr_2_0,fea,FT,sur
nakatakuma_fea_fr_1_0,fea,FT,ang
nishio_hap_au_du_1_0,hap,FT,hap
ota_hap_au_du_1_0,hap,FT,hap
koyama_hap_au_du_1_0,hap,FT,hap
iwagami_hap_au_du_2_0,hap,FT,hap
henmi_hap_au_du_1_0,hap,FT,hap
kikuguti_hap_au_du_4_0,hap,FT,hap
sirakura_hap_au_du_2_0,hap,FT,hap
nakatakuma_hap_au_du_1_0,hap,FT,hap
nishio_sad_au_1_0,sad,FT,sad
ota_sad_au_mouth_1_0,sad,FT,sad
koyama_sad_au_mouth_1_0,sad,FT,sad
iwagami_sad_au_mouth_3_0,sad,FT,sad
henmi_sad_au_mouth_3_0,sad,FT,sad
kikuguti_sad_au_1_0,sad,FT,sad
sirakura_sad_au_mouth_1_0_130,sad,FT,sad
nakatakuma_sad_au_2_0,sad,FT,sad
nishio_sur_au_mouth_2_0,sur,FT,sur
ota_sur_fr_1_0,sur,FT,sur
koyama_sur_fr_2_0,sur,FT,sur
iwagami_sur_au_mouth_2_0,sur,FT,sur
henmi_sur_au_mouth_2_0,sur,FT,sur
kikuguti_sur_fr_2_0,sur,FT,sur
sirakura_sur_fr_1_0,sur,FT,sur
nakatakuma_sur_au_mouth_2_0,sur,FT,sur
nishio_ang_au_cl_2_0,ang,KE,ang
ota_ang_au_cl_1_0,ang,KE,ang
koyama_ang_au_cl_2_0,ang,KE,ang
iwagami_ang_au_cl_1_0,ang,KE,ang
henmi_ang_au_cl_4_0,ang,KE,ang
kikuguti_ang_au_cl_1_0,ang,KE,ang
sirakura_ang_au_cl_3_0,ang,KE,ang
nakatakuma_ang_au_cl_2_0,ang,KE,ang
nishio_dis_au_cl_3_0,dis,KE,ang
ota_dis_au_cl_1_0,dis,KE,dis
koyama_dis_au_cl_2_0,dis,KE,dis
iwagami_dis_au_cl_1_0,dis,KE,dis
henmi_dis_au_cl_1_0,dis,KE,dis
kikuguti_dis_au_cl_4_0,dis,KE,dis
sirakura_dis_au_cl_1_0,dis,KE,dis
nakatakuma_dis_au_cl_1_0,dis,KE,ang
nishio_fea_au_mouth_2_0,fea,KE,fea
ota_fea_fr_2_0,fea,KE,fea
koyama_fea_fr_2_0,fea,KE,fea
iwagami_fea_au_mouth_1_0,fea,KE,fea
henmi_fea_au_mouth_2_0,fea,KE,dis
kikuguti_fea_au_mouth_1_0,fea,KE,sad
sirakura_fea_fr_2_0,fea,KE,fea
nakatakuma_fea_fr_1_0,fea,KE,sur
nishio_hap_au_du_1_0,hap,KE,hap
ota_hap_au_du_1_0,hap,KE,hap
koyama_hap_au_du_1_0,hap,KE,hap
iwagami_hap_au_du_2_0,hap,KE,hap
henmi_hap_au_du_1_0,hap,KE,hap
kikuguti_hap_au_du_4_0,hap,KE,hap
sirakura_hap_au_du_2_0,hap,KE,hap
nakatakuma_hap_au_du_1_0,hap,KE,hap
nishio_sad_au_1_0,sad,KE,sad
ota_sad_au_mouth_1_0,sad,KE,sad
koyama_sad_au_mouth_1_0,sad,KE,sad
iwagami_sad_au_mouth_3_0,sad,KE,sad
henmi_sad_au_mouth_3_0,sad,KE,sad
kikuguti_sad_au_1_0,sad,KE,sad
sirakura_sad_au_mouth_1_0_130,sad,KE,sad
nakatakuma_sad_au_2_0,sad,KE,sad
nishio_sur_au_mouth_2_0,sur,KE,sur
ota_sur_fr_1_0,sur,KE,sur
koyama_sur_fr_2_0,sur,KE,sur
iwagami_sur_au_mouth_2_0,sur,KE,sur
henmi_sur_au_mouth_2_0,sur,KE,sur
kikuguti_sur_fr_2_0,sur,KE,sur
sirakura_sur_fr_1_0,sur,KE,sur
nakatakuma_sur_au_mouth_2_0,sur,KE,sur
nishio_ang_au_cl_2_0,ang,NT,ang
ota_ang_au_cl_1_0,ang,NT,dis
koyama_ang_au_cl_2_0,ang,NT,dis
iwagami_ang_au_cl_1_0,ang,NT,dis
henmi_ang_au_cl_4_0,ang,NT,ang
kikuguti_ang_au_cl_1_0,ang,NT,ang
sirakura_ang_au_cl_3_0,ang,NT,ang
nakatakuma_ang_au_cl_2_0,ang,NT,ang
nishio_dis_au_cl_3_0,dis,NT,dis
ota_dis_au_cl_1_0,dis,NT,dis
koyama_dis_au_cl_2_0,dis,NT,dis
iwagami_dis_au_cl_1_0,dis,NT,dis
henmi_dis_au_cl_1_0,dis,NT,dis
kikuguti_dis_au_cl_4_0,dis,NT,dis
sirakura_dis_au_cl_1_0,dis,NT,sad
nakatakuma_dis_au_cl_1_0,dis,NT,dis
nishio_fea_au_mouth_2_0,fea,NT,sur
ota_fea_fr_2_0,fea,NT,sur
koyama_fea_fr_2_0,fea,NT,sur
iwagami_fea_au_mouth_1_0,fea,NT,fea
henmi_fea_au_mouth_2_0,fea,NT,fea
kikuguti_fea_au_mouth_1_0,fea,NT,sad
sirakura_fea_fr_2_0,fea,NT,fea
nakatakuma_fea_fr_1_0,fea,NT,fea
nishio_hap_au_du_1_0,hap,NT,hap
ota_hap_au_du_1_0,hap,NT,hap
koyama_hap_au_du_1_0,hap,NT,hap
iwagami_hap_au_du_2_0,hap,NT,sur
henmi_hap_au_du_1_0,hap,NT,hap
kikuguti_hap_au_du_4_0,hap,NT,hap
sirakura_hap_au_du_2_0,hap,NT,hap
nakatakuma_hap_au_du_1_0,hap,NT,hap
nishio_sad_au_1_0,sad,NT,sad
ota_sad_au_mouth_1_0,sad,NT,sad
koyama_sad_au_mouth_1_0,sad,NT,dis
iwagami_sad_au_mouth_3_0,sad,NT,sad
henmi_sad_au_mouth_3_0,sad,NT,dis
kikuguti_sad_au_1_0,sad,NT,sad
sirakura_sad_au_mouth_1_0_130,sad,NT,sad
nakatakuma_sad_au_2_0,sad,NT,sad
nishio_sur_au_mouth_2_0,sur,NT,sur
ota_sur_fr_1_0,sur,NT,sur
koyama_sur_fr_2_0,sur,NT,sur
iwagami_sur_au_mouth_2_0,sur,NT,sur
henmi_sur_au_mouth_2_0,sur,NT,sur
kikuguti_sur_fr_2_0,sur,NT,sur
sirakura_sur_fr_1_0,sur,NT,hap
nakatakuma_sur_au_mouth_2_0,sur,NT,sur
nishio_ang_au_cl_2_0,ang,UR,ang
ota_ang_au_cl_1_0,ang,UR,ang
koyama_ang_au_cl_2_0,ang,UR,ang
iwagami_ang_au_cl_1_0,ang,UR,ang
henmi_ang_au_cl_4_0,ang,UR,ang
kikuguti_ang_au_cl_1_0,ang,UR,ang
sirakura_ang_au_cl_3_0,ang,UR,ang
nakatakuma_ang_au_cl_2_0,ang,UR,ang
nishio_dis_au_cl_3_0,dis,UR,sad
ota_dis_au_cl_1_0,dis,UR,dis
koyama_dis_au_cl_2_0,dis,UR,dis
iwagami_dis_au_cl_1_0,dis,UR,dis
henmi_dis_au_cl_1_0,dis,UR,dis
kikuguti_dis_au_cl_4_0,dis,UR,dis
sirakura_dis_au_cl_1_0,dis,UR,sad
nakatakuma_dis_au_cl_1_0,dis,UR,dis
nishio_fea_au_mouth_2_0,fea,UR,sad
ota_fea_fr_2_0,fea,UR,fea
koyama_fea_fr_2_0,fea,UR,sur
iwagami_fea_au_mouth_1_0,fea,UR,fea
henmi_fea_au_mouth_2_0,fea,UR,fea
kikuguti_fea_au_mouth_1_0,fea,UR,sur
sirakura_fea_fr_2_0,fea,UR,fea
nakatakuma_fea_fr_1_0,fea,UR,fea
nishio_hap_au_du_1_0,hap,UR,hap
ota_hap_au_du_1_0,hap,UR,hap
koyama_hap_au_du_1_0,hap,UR,hap
iwagami_hap_au_du_2_0,hap,UR,hap
henmi_hap_au_du_1_0,hap,UR,hap
kikuguti_hap_au_du_4_0,hap,UR,hap
sirakura_hap_au_du_2_0,hap,UR,hap
nakatakuma_hap_au_du_1_0,hap,UR,hap
nishio_sad_au_1_0,sad,UR,sad
ota_sad_au_mouth_1_0,sad,UR,sad
koyama_sad_au_mouth_1_0,sad,UR,sad
iwagami_sad_au_mouth_3_0,sad,UR,sad
henmi_sad_au_mouth_3_0,sad,UR,sad
kikuguti_sad_au_1_0,sad,UR,sad
sirakura_sad_au_mouth_1_0_130,sad,UR,sad
nakatakuma_sad_au_2_0,sad,UR,sad
nishio_sur_au_mouth_2_0,sur,UR,hap
ota_sur_fr_1_0,sur,UR,sur
koyama_sur_fr_2_0,sur,UR,hap
iwagami_sur_au_mouth_2_0,sur,UR,sur
henmi_sur_au_mouth_2_0,sur,UR,sur
kikuguti_sur_fr_2_0,sur,UR,sur
sirakura_sur_fr_1_0,sur,UR,sur
nakatakuma_sur_au_mouth_2_0,sur,UR,sur
nishio_ang_au_cl_2_0,ang,IR,dis
ota_ang_au_cl_1_0,ang,IR,ang
koyama_ang_au_cl_2_0,ang,IR,ang
iwagami_ang_au_cl_1_0,ang,IR,ang
henmi_ang_au_cl_4_0,ang,IR,ang
kikuguti_ang_au_cl_1_0,ang,IR,ang
sirakura_ang_au_cl_3_0,ang,IR,dis
nakatakuma_ang_au_cl_2_0,ang,IR,dis
nishio_dis_au_cl_3_0,dis,IR,dis
ota_dis_au_cl_1_0,dis,IR,dis
koyama_dis_au_cl_2_0,dis,IR,dis
iwagami_dis_au_cl_1_0,dis,IR,dis
henmi_dis_au_cl_1_0,dis,IR,dis
kikuguti_dis_au_cl_4_0,dis,IR,dis
sirakura_dis_au_cl_1_0,dis,IR,dis
nakatakuma_dis_au_cl_1_0,dis,IR,dis
nishio_fea_au_mouth_2_0,fea,IR,fea
ota_fea_fr_2_0,fea,IR,fea
koyama_fea_fr_2_0,fea,IR,fea
iwagami_fea_au_mouth_1_0,fea,IR,fea
henmi_fea_au_mouth_2_0,fea,IR,fea
kikuguti_fea_au_mouth_1_0,fea,IR,fea
sirakura_fea_fr_2_0,fea,IR,fea
nakatakuma_fea_fr_1_0,fea,IR,fea
nishio_hap_au_du_1_0,hap,IR,hap
ota_hap_au_du_1_0,hap,IR,hap
koyama_hap_au_du_1_0,hap,IR,hap
iwagami_hap_au_du_2_0,hap,IR,hap
henmi_hap_au_du_1_0,hap,IR,hap
kikuguti_hap_au_du_4_0,hap,IR,hap
sirakura_hap_au_du_2_0,hap,IR,hap
nakatakuma_hap_au_du_1_0,hap,IR,hap
nishio_sad_au_1_0,sad,IR,dis
ota_sad_au_mouth_1_0,sad,IR,dis
koyama_sad_au_mouth_1_0,sad,IR,sad
iwagami_sad_au_mouth_3_0,sad,IR,sad
henmi_sad_au_mouth_3_0,sad,IR,sad
kikuguti_sad_au_1_0,sad,IR,sad
sirakura_sad_au_mouth_1_0_130,sad,IR,sad
nakatakuma_sad_au_2_0,sad,IR,sad
